Temps,Position X,Position Y,Position Z
146,1912,0,0,0
146,2002,0,0,0
146,2046,0,0,0
146,209,0,0,0
146,2135,0,0,0
146,2216,0,0,0
146,2261,0,0,0
146,2308,0,0,0
146,2354,0,0,0
146,2401,0,0,0
146,2447,0,0,0
146,2494,0,0,0
146,2542,0,0,0
146,2588,0,0,0
146,2637,0,0,0
146,2687,0,0,0
146,273,0,0,0
146,2771,0,0,0
146,2814,0,0,0
146,2858,0,0,0
146,2902,0,0,0
146,2947,0,0,0
146,2993,0,0,0
146,3036,0,0,0
146,308,0,0,0
146,3126,0,0,0
146,317,0,0,0
146,3213,0,0,0
146,3257,0,0,0
146,3301,0,0,0
146,3347,0,0,0
146,3403,0,0,0
146,3449,0,0,0
146,3497,0,0,0
146,3543,0,0,0
146,359,0,0,0
146,3634,0,0,0
146,3681,0,0,0
146,373,0,0,0
146,3777,0,0,0
146,3831,0,0,0
146,3876,0,0,0
146,3921,0,0,0
146,3966,0,0,0
146,4013,0,0,0
146,4059,0,0,0
146,4104,0,0,0
146,4149,0,0,0
146,4197,0,0,0
146,4242,0,0,0
146,4287,0,0,0
146,4335,0,0,0
146,4379,0,0,0
146,4423,0,0,0
146,4469,0,0,0
146,4516,0,0,0
146,4571,0,0,0
146,4614,0,0,0
146,4663,0,0,0
146,4708,0,0,0
146,4752,0,0,0
146,4799,0,0,0
146,4845,0,0,0
146,4893,0,0,0
146,4943,0,0,0
146,4991,0,0,0
146,5038,0,0,0
146,5083,0,0,0
146,5129,0,0,0
146,5209,0,0,0
146,5261,0,0,0
146,5308,0,0,0
146,5356,0,0,0
146,5403,0,0,0
146,5452,0,0,0
146,5502,0,0,0
146,555,0,0,0
146,5601,0,0,0
146,5652,0,0,0
146,5702,0,0,0
146,575,0,0,0
146,5796,0,0,0
146,5845,0,0,0
146,5896,0,0,0
146,5944,0,0,0
146,5994,0,0,0
146,605,0,0,0
146,6097,0,0,0
146,6146,0,0,0
146,6196,0,0,0
146,625,0,0,0
146,6304,0,0,0
146,6353,0,0,0
146,6405,0,0,0
146,646,0,0,0
146,6511,0,0,0
146,6564,0,0,0
146,662,0,0,0
146,667,0,0,0
146,6729,0,0,0
146,6781,0,0,0
146,683,0,0,0
146,6883,0,0,0
146,6935,0,0,0
146,6985,0,0,0
146,7038,0,0,0
146,7095,0,0,0
146,7144,0,0,0
146,7201,0,0,0
146,7255,0,0,0
146,7304,0,0,0
146,7362,0,0,0
146,7417,0,0,0
146,7465,0,0,0
146,752,0,0,0
146,7574,0,0,0
146,7622,0,0,0
146,7682,0,0,0
146,7743,0,0,0
146,779,0,0,0
146,7848,0,0,0
146,7899,0,0,0
146,7946,0,0,0
146,8002,0,0,0
146,805,0,0,0
146,8098,0,0,0
146,8154,0,0,0
146,8208,0,0,0
146,8257,0,0,0
146,8308,0,0,0
146,8359,0,0,0
146,8414,0,0,0
146,8467,0,0,0
146,8528,0,0,0
146,8578,0,0,0
146,8632,0,0,0
146,8693,0,0,0
146,8746,0,0,0
146,8796,0,0,0
146,8855,0,0,0
146,8906,0,0,0
146,8957,0,0,0
146,9009,0,0,0
146,9059,0,0,0
146,911,0,0,0
146,9163,0,0,0
146,9219,0,0,0
146,9271,0,0,0
146,9322,0,0,0
146,9373,0,0,0
146,9429,0,0,0
146,9479,0,0,0
146,9535,0,0,0
146,959,0,0,0
146,964,0,0,0
146,9696,0,0,0
146,975,0,0,0
146,9799,0,0,0
146,9856,0,0,0
146,9909,0,0,0
146,9964,0,0,0
147,0021,0,0,0
147,0079,0,0,0
147,0136,0,0,0
147,0189,0,0,0
147,0243,0,0,0
147,0299,0,0,0
147,035,0,0,0
147,0407,0,0,0
147,0461,0,0,0
147,0512,0,0,0
147,0572,0,0,0
147,0628,0,0,0
147,068,0,0,0
147,0741,0,0,0
147,0797,0,0,0
147,0854,0,0,0
147,0905,0,0,0
147,0962,0,0,0
147,1025,0,0,0
147,1078,0,0,0
147,1135,0,0,0
147,1198,0,0,0
147,1257,0,0,0
147,1311,0,0,0
147,1371,0,0,0
147,1431,0,0,0
147,1486,0,0,0
147,1538,0,0,0
147,1597,0,0,0
147,1658,0,0,0
147,1708,0,0,0
147,1766,0,0,0
147,1825,0,0,0
147,1878,0,0,0
147,1928,0,0,0
147,1991,0,0,0
147,2044,0,0,0
147,2105,0,0,0
147,2167,0,0,0
147,2227,0,0,0
147,2276,0,0,0
147,2337,0,0,0
147,2398,0,0,0
147,2449,0,0,0
147,2501,0,0,0
147,2565,0,0,0
147,2627,0,0,0
147,2684,0,0,0
147,2737,0,0,0
147,2789,0,0,0
147,2842,0,0,0
147,2897,0,0,0
147,2947,0,0,0
147,3,0,0,0
147,3051,0,0,0
147,3104,0,0,0
147,3187,0,0,0
147,3241,0,0,0
147,3293,0,0,0
147,3349,0,0,0
147,3402,0,0,0
147,3454,0,0,0
147,3507,0,0,0
147,356,0,0,0
147,3613,0,0,0
147,3668,0,0,0
147,3722,0,0,0
147,3776,0,0,0
147,3827,0,0,0
147,3878,0,0,0
147,3932,0,0,0
147,3985,0,0,0
147,4036,0,0,0
147,4087,0,0,0
147,414,0,0,0
147,4192,0,0,0
147,4243,0,0,0
147,4295,0,0,0
147,4348,0,0,0
147,4402,0,0,0
147,4456,0,0,0
147,4508,0,0,0
147,4571,0,0,0
147,4625,0,0,0
147,4678,0,0,0
147,4732,0,0,0
147,4795,0,0,0
147,4862,0,0,0
147,4915,0,0,0
147,4974,0,0,0
147,5036,0,0,0
147,5096,0,0,0
147,515,0,0,0
147,5212,0,0,0
147,5273,0,0,0
147,5338,0,0,0
147,5393,0,0,0
147,5457,0,0,0
147,5523,0,0,0
147,5584,0,0,0
147,5639,0,0,0
147,5704,0,0,0
147,5768,0,0,0
147,5833,0,0,0
147,5895,0,0,0
147,595,0,0,0
147,6016,0,0,0
147,608,0,0,0
147,6143,0,0,0
147,6199,0,0,0
147,6266,0,0,0
147,6334,0,0,0
147,6396,0,0,0
147,646,0,0,0
147,6518,0,0,0
147,6583,0,0,0
147,6645,0,0,0
147,6712,0,0,0
147,6777,0,0,0
147,684,0,0,0
147,6903,0,0,0
147,6965,0,0,0
147,7032,0,0,0
147,7094,0,0,0
147,7149,0,0,0
147,7216,0,0,0
147,728,0,0,0
147,7344,0,0,0
147,7399,0,0,0
147,7456,0,0,0
147,7518,0,0,0
147,7574,0,0,0
147,7628,0,0,0
147,7696,0,0,0
147,7758,0,0,0
147,7824,0,0,0
147,788,0,0,0
147,7935,0,0,0
147,7991,0,0,0
147,8048,0,0,0
147,8105,0,0,0
147,8161,0,0,0
147,8218,0,0,0
147,8274,0,0,0
147,8331,0,0,0
147,8386,0,0,0
147,8439,0,0,0
147,8498,0,0,0
147,8554,0,0,0
147,8608,0,0,0
147,8666,0,0,0
147,8722,0,0,0
147,8777,0,0,0
147,8831,0,0,0
147,8886,0,0,0
147,8941,0,0,0
147,8998,0,0,0
147,9054,0,0,0
147,9108,0,0,0
147,9164,0,0,0
147,9221,0,0,0
147,9276,0,0,0
147,9333,0,0,0
147,9391,0,0,0
147,9446,0,0,0
147,9503,0,0,0
147,9556,0,0,0
147,9613,0,0,0
147,9669,0,0,0
147,9725,0,0,0
147,978,0,0,0
147,9836,0,0,0
147,9893,0,0,0
147,9948,0,0,0
148,0005,0,0,0
148,0061,0,0,0
148,0114,0,0,0
148,0172,0,0,0
148,0237,0,0,0
148,03,0,0,0
148,0358,0,0,0
148,0423,0,0,0
148,0488,0,0,0
148,0558,0,0,0
148,0621,0,0,0
148,068,0,0,0
148,0743,0,0,0
148,0809,0,0,0
148,0873,0,0,0
148,0938,0,0,0
148,0996,0,0,0
148,1059,0,0,0
148,1122,0,0,0
148,1185,0,0,0
148,1239,0,0,0
148,1305,0,0,0
148,1367,0,0,0
148,1434,0,0,0
148,1502,0,0,0
148,156,0,0,0
148,1624,0,0,0
148,1689,0,0,0
148,1756,0,0,0
148,1815,0,0,0
148,1872,0,0,0
148,198,0,0,0
148,2039,0,0,0
148,21,0,0,0
148,2164,0,0,0
148,2232,0,0,0
148,2299,0,0,0
148,2358,0,0,0
148,242,0,0,0
148,2487,0,0,0
148,2549,0,0,0
148,2608,0,0,0
148,2666,0,0,0
148,2722,0,0,0
148,2785,0,0,0
148,2854,0,0,0
148,2912,0,0,0
148,2979,0,0,0
148,3046,0,0,0
148,3111,0,0,0
148,3175,0,0,0
148,3229,0,0,0
148,3291,0,0,0
148,3353,0,0,0
148,3417,0,0,0
148,3473,0,0,0
148,3543,0,0,0
148,3609,0,0,0
148,3672,0,0,0
148,3741,0,0,0
148,3798,0,0,0
148,3865,0,0,0
148,3929,0,0,0
148,3994,0,0,0
148,4061,0,0,0
148,4117,0,0,0
148,4182,0,0,0
148,4242,0,0,0
148,4305,0,0,0
148,4371,0,0,0
148,4427,0,0,0
148,4493,0,0,0
148,4558,0,0,0
148,4622,0,0,0
148,468,0,0,0
148,4747,0,0,0
148,4811,0,0,0
148,4875,0,0,0
148,4939,0,0,0
148,4999,0,0,0
148,5066,0,0,0
148,513,0,0,0
148,5189,0,0,0
148,5254,0,0,0
148,531,0,0,0
148,5375,0,0,0
148,5438,0,0,0
148,55,0,0,0
148,5559,0,0,0
148,5617,0,0,0
148,5683,0,0,0
148,5749,0,0,0
148,5812,0,0,0
148,5872,0,0,0
148,5934,0,0,0
148,6003,0,0,0
148,6073,0,0,0
148,6135,0,0,0
148,6194,0,0,0
148,6259,0,0,0
148,6329,0,0,0
148,6393,0,0,0
148,6454,0,0,0
148,6511,0,0,0
148,6577,0,0,0
148,6638,0,0,0
148,6704,0,0,0
148,6774,0,0,0
148,6831,0,0,0
148,6897,0,0,0
148,6958,0,0,0
148,7023,0,0,0
148,7081,0,0,0
148,7144,0,0,0
148,7209,0,0,0
148,7272,0,0,0
148,7336,0,0,0
148,7393,0,0,0
148,7457,0,0,0
148,7522,0,0,0
148,7586,0,0,0
148,7641,0,0,0
148,7697,0,0,0
148,7751,0,0,0
148,7811,0,0,0
148,7866,0,0,0
148,7921,0,0,0
148,7977,0,0,0
148,8035,0,0,0
148,8103,0,0,0
148,8162,0,0,0
148,8219,0,0,0
148,8275,0,0,0
148,8332,0,0,0
148,8391,0,0,0
148,8448,0,0,0
148,8506,0,0,0
148,8566,0,0,0
148,8623,0,0,0
148,8681,0,0,0
148,8738,0,0,0
148,8796,0,0,0
148,8856,0,0,0
148,8923,0,0,0
148,8983,0,0,0
148,9049,0,0,0
148,9108,0,0,0
148,9167,0,0,0
148,9223,0,0,0
148,9279,0,0,0
148,9339,0,0,0
148,9395,0,0,0
148,9469,0,0,0
148,9535,0,0,0
148,9594,0,0,0
148,9653,0,0,0
148,9711,0,0,0
148,9775,0,0,0
148,9834,0,0,0
148,9892,0,0,0
148,9945,0,0,0
149,0001,0,0,0
149,0056,0,0,0
149,0111,0,0,0
149,0167,0,0,0
149,0225,0,0,0
149,0289,0,0,0
149,0349,0,0,0
149,0407,0,0,0
149,047,0,0,0
149,053,0,0,0
149,0587,0,0,0
149,065,0,0,0
149,0711,0,0,0
149,0768,0,0,0
149,0827,0,0,0
149,0884,0,0,0
149,0948,0,0,0
149,1008,0,0,0
149,1066,0,0,0
149,1154,0,0,0
149,1214,0,0,0
149,1272,0,0,0
149,1337,0,0,0
149,1393,0,0,0
149,1448,0,0,0
149,1506,0,0,0
149,1564,0,0,0
149,1621,0,0,0
149,1682,0,0,0
149,1749,0,0,0
149,1813,0,0,0
149,1871,0,0,0
149,1939,0,0,0
149,2004,0,0,0
149,2069,0,0,0
149,2133,0,0,0
149,2192,0,0,0
149,2258,0,0,0
149,2322,0,0,0
149,2387,0,0,0
149,2451,0,0,0
149,2512,0,0,0
149,257,0,0,0
149,2627,0,0,0
149,2691,0,0,0
149,275,0,0,0
149,2809,0,0,0
149,2871,0,0,0
149,2927,0,0,0
149,2986,0,0,0
149,3046,0,0,0
149,3104,0,0,0
149,3161,0,0,0
149,3222,0,0,0
149,3282,0,0,0
149,3342,0,0,0
149,34,0,0,0
149,3457,0,0,0
149,3517,0,0,0
149,3575,0,0,0
149,3631,0,0,0
149,3692,0,0,0
149,3749,0,0,0
149,3807,0,0,0
149,3867,0,0,0
149,3925,0,0,0
149,3983,0,0,0
149,4043,0,0,0
149,4102,0,0,0
149,416,0,0,0
149,422,0,0,0
149,429,0,0,0
149,4357,0,0,0
149,4416,0,0,0
149,4475,0,0,0
149,4536,0,0,0
149,4594,0,0,0
149,4661,0,0,0
149,4722,0,0,0
149,478,0,0,0
149,4839,0,0,0
149,4898,0,0,0
149,4959,0,0,0
149,502,0,0,0
149,508,0,0,0
149,5137,0,0,0
149,5196,0,0,0
149,5253,0,0,0
149,5311,0,0,0
149,5373,0,0,0
149,5431,0,0,0
149,5488,0,0,0
149,5549,0,0,0
149,5608,0,0,0
149,5669,0,0,0
149,5728,0,0,0
149,5785,0,0,0
149,5846,0,0,0
149,5906,0,0,0
149,5963,0,0,0
149,6021,0,0,0
149,6079,0,0,0
149,614,0,0,0
149,6198,0,0,0
149,6255,0,0,0
149,6314,0,0,0
149,6374,0,0,0
149,6433,0,0,0
149,649,0,0,0
149,655,0,0,0
149,6608,0,0,0
149,6667,0,0,0
149,6729,0,0,0
149,6788,0,0,0
149,6847,0,0,0
149,6905,0,0,0
149,6962,0,0,0
149,7021,0,0,0
149,7082,0,0,0
149,7139,0,0,0
149,7197,0,0,0
149,7255,0,0,0
149,7314,0,0,0
149,7375,0,0,0
149,7432,0,0,0
149,7491,0,0,0
149,755,0,0,0
149,7619,0,0,0
149,7687,0,0,0
149,7745,0,0,0
149,7804,0,0,0
149,7863,0,0,0
149,7921,0,0,0
149,7979,0,0,0
149,8038,0,0,0
149,8097,0,0,0
149,8153,0,0,0
149,8213,0,0,0
149,8272,0,0,0
149,8334,0,0,0
149,8392,0,0,0
149,845,0,0,0
149,8509,0,0,0
149,8568,0,0,0
149,8625,0,0,0
149,8687,0,0,0
149,8747,0,0,0
149,8805,0,0,0
149,8865,0,0,0
149,8924,0,0,0
149,8982,0,0,0
149,9041,0,0,0
149,9099,0,0,0
149,9156,0,0,0
149,9217,0,0,0
149,9275,0,0,0
149,9334,0,0,0
149,9393,0,0,0
149,9448,0,0,0
149,9505,0,0,0
149,9564,0,0,0
149,9623,0,0,0
149,9683,0,0,0
149,9739,0,0,0
149,9807,0,0,0
149,9873,0,0,0
149,9933,0,0,0
149,9989,0,0,0
150,0049,0,0,0
150,0143,0,0,0
150,021,0,0,0
150,0279,0,0,0
150,0338,0,0,0
150,0399,0,0,0
150,0457,0,0,0
150,0518,0,0,0
150,0576,0,0,0
150,0634,0,0,0
150,0698,0,0,0
150,0756,0,0,0
150,0813,0,0,0
150,0871,0,0,0
150,0928,0,0,0
150,0983,0,0,0
150,1043,0,0,0
150,1123,0,0,0
150,1193,0,0,0
150,1257,0,0,0
150,1322,0,0,0
150,1381,0,0,0
150,1439,0,0,0
150,1498,0,0,0
150,1556,0,0,0
150,1613,0,0,0
150,168,0,0,0
150,1749,0,0,0
150,1807,0,0,0
150,1866,0,0,0
150,1925,0,0,0
150,1982,0,0,0
150,2041,0,0,0
150,2098,0,0,0
150,2156,0,0,0
150,2214,0,0,0
150,2272,0,0,0
150,2332,0,0,0
150,2393,0,0,0
150,245,0,0,0
150,251,0,0,0
150,2568,0,0,0
150,2632,0,0,0
150,2699,0,0,0
150,2759,0,0,0
150,282,0,0,0
150,2882,0,0,0
150,294,0,0,0
150,3,0,0,0
150,3059,0,0,0
150,3119,0,0,0
150,3177,0,0,0
150,3235,0,0,0
150,3292,0,0,0
150,3349,0,0,0
150,3405,0,0,0
150,3464,0,0,0
150,3524,0,0,0
150,3583,0,0,0
150,3641,0,0,0
150,3702,0,0,0
150,3762,0,0,0
150,382,0,0,0
150,388,0,0,0
150,3938,0,0,0
150,3996,0,0,0
150,4056,0,0,0
150,4115,0,0,0
150,4183,0,0,0
150,4251,0,0,0
150,4309,0,0,0
150,4369,0,0,0
150,4426,0,0,0
150,4486,0,0,0
150,4546,0,0,0
150,4604,0,0,0
150,4663,0,0,0
150,4746,0,0,0
150,4804,0,0,0
150,4865,0,0,0
150,4924,0,0,0
150,4982,0,0,0
150,5042,0,0,0
150,5107,0,0,0
150,5169,0,0,0
150,5228,0,0,0
150,5287,0,0,0
150,5347,0,0,0
150,5406,0,0,0
150,5464,0,0,0
150,5524,0,0,0
150,5584,0,0,0
150,5641,0,0,0
150,57,0,0,0
150,5759,0,0,0
150,5816,0,0,0
150,5875,0,0,0
150,5934,0,0,0
150,599,0,0,0
150,6051,0,0,0
150,6109,0,0,0
150,6168,0,0,0
150,6228,0,0,0
150,6285,0,0,0
150,6343,0,0,0
150,6402,0,0,0
150,6461,0,0,0
150,6524,0,0,0
150,6583,0,0,0
150,6642,0,0,0
150,6701,0,0,0
150,6758,0,0,0
150,6818,0,0,0
150,6877,0,0,0
150,6935,0,0,0
150,6992,0,0,0
150,7052,0,0,0
150,7111,0,0,0
150,7171,0,0,0
150,7231,0,0,0
150,7289,0,0,0
150,7348,0,0,0
150,7407,0,0,0
150,7464,0,0,0
150,7527,0,0,0
150,7587,0,0,0
150,7644,0,0,0
150,771,0,0,0
150,7769,0,0,0
150,7825,0,0,0
150,7885,0,0,0
150,7942,0,0,0
150,8001,0,0,0
150,8061,0,0,0
150,8121,0,0,0
150,8181,0,0,0
150,8239,0,0,0
150,8298,0,0,0
150,8358,0,0,0
150,8423,0,0,0
150,8495,0,0,0
150,8554,0,0,0
150,8614,0,0,0
150,8672,0,0,0
150,8732,0,0,0
150,8789,0,0,0
150,8847,0,0,0
150,8907,0,0,0
150,8966,0,0,0
150,9025,0,0,0
150,9083,0,0,0
150,914,0,0,0
150,9244,0,0,0
150,9306,0,0,0
150,937,0,0,0
150,9439,0,0,0
150,9512,0,0,0
150,9575,0,0,0
150,9634,0,0,0
150,9692,0,0,0
150,9753,0,0,0
150,9811,0,0,0
150,9871,0,0,0
150,9928,0,0,0
150,9987,0,0,0
151,0049,0,0,0
151,0108,0,0,0
151,0169,0,0,0
151,0227,0,0,0
151,0283,0,0,0
151,034,0,0,0
151,0397,0,0,0
151,0453,0,0,0
151,0509,0,0,0
151,057,0,0,0
151,0627,0,0,0
151,069,0,0,0
151,0748,0,0,0
151,0806,0,0,0
151,0865,0,0,0
151,0923,0,0,0
151,0981,0,0,0
151,104,0,0,0
151,1096,0,0,0
151,1154,0,0,0
151,1214,0,0,0
151,128,0,0,0
151,1353,0,0,0
151,1411,0,0,0
151,1468,0,0,0
151,1528,0,0,0
151,1586,0,0,0
151,1645,0,0,0
151,1706,0,0,0
151,1765,0,0,0
151,1823,0,0,0
151,1897,0,0,0
151,1963,0,0,0
151,2024,0,0,0
151,2083,0,0,0
151,214,0,0,0
151,2198,0,0,0
151,2257,0,0,0
151,2316,0,0,0
151,2375,0,0,0
151,2433,0,0,0
151,249,0,0,0
151,2554,0,0,0
151,2609,0,0,0
151,2666,0,0,0
151,2726,0,0,0
151,2784,0,0,0
151,2844,0,0,0
151,2902,0,0,0
151,296,0,0,0
151,302,0,0,0
151,3078,0,0,0
151,3136,0,0,0
151,3195,0,0,0
151,3254,0,0,0
151,3313,0,0,0
151,3372,0,0,0
151,343,0,0,0
151,3504,0,0,0
151,3562,0,0,0
151,3618,0,0,0
151,3676,0,0,0
151,3738,0,0,0
151,3795,0,0,0
151,3855,0,0,0
151,3918,0,0,0
151,3975,0,0,0
151,4034,0,0,0
151,4092,0,0,0
151,4148,0,0,0
151,4205,0,0,0
151,4261,0,0,0
151,4317,0,0,0
151,4376,0,0,0
151,4434,0,0,0
151,4494,0,0,0
151,4562,0,0,0
151,4635,0,0,0
151,4697,0,0,0
151,4757,0,0,0
151,4817,0,0,0
151,4877,0,0,0
151,4936,0,0,0
151,4994,0,0,0
151,5053,0,0,0
151,5112,0,0,0
151,5172,0,0,0
151,5233,0,0,0
151,5292,0,0,0
151,5356,0,0,0
151,5426,0,0,0
151,5485,0,0,0
151,5547,0,0,0
151,5615,0,0,0
151,5687,0,0,0
151,5746,0,0,0
151,5803,0,0,0
151,5863,0,0,0
151,592,0,0,0
151,5979,0,0,0
151,604,0,0,0
151,6099,0,0,0
151,6157,0,0,0
151,6218,0,0,0
151,6275,0,0,0
151,6333,0,0,0
151,6392,0,0,0
151,6449,0,0,0
151,6505,0,0,0
151,6562,0,0,0
151,6622,0,0,0
151,6683,0,0,0
151,6747,0,0,0
151,6817,0,0,0
151,6881,0,0,0
151,694,0,0,0
151,6999,0,0,0
151,7064,0,0,0
151,7136,0,0,0
151,7196,0,0,0
151,7256,0,0,0
151,7313,0,0,0
151,7378,0,0,0
151,7436,0,0,0
151,7493,0,0,0
151,7553,0,0,0
151,7612,0,0,0
151,7669,0,0,0
151,7739,0,0,0
151,781,0,0,0
151,787,0,0,0
151,7935,0,0,0
151,7998,0,0,0
151,806,0,0,0
151,8121,0,0,0
151,818,0,0,0
151,824,0,0,0
151,8334,0,0,0
151,8393,0,0,0
151,845,0,0,0
151,8506,0,0,0
151,8564,0,0,0
151,863,0,0,0
151,8691,0,0,0
151,875,0,0,0
151,8808,0,0,0
151,8869,0,0,0
151,8934,0,0,0
151,9,0,0,0
151,9071,0,0,0
151,9142,0,0,0
151,9205,0,0,0
151,9264,0,0,0
151,9324,0,0,0
151,9383,0,0,0
151,9442,0,0,0
151,9502,0,0,0
151,9562,0,0,0
151,9619,0,0,0
151,968,0,0,0
151,9739,0,0,0
151,9797,0,0,0
151,9855,0,0,0
151,9913,0,0,0
151,9977,0,0,0
152,0043,0,0,0
152,0102,0,0,0
152,016,0,0,0
152,0226,0,0,0
152,0294,0,0,0
152,0356,0,0,0
152,0415,0,0,0
152,0475,0,0,0
152,0536,0,0,0
152,0597,0,0,0
152,0655,0,0,0
152,0716,0,0,0
152,0775,0,0,0
152,0831,0,0,0
152,0901,0,0,0
152,0963,0,0,0
152,1024,0,0,0
152,1085,0,0,0
152,1142,0,0,0
152,1202,0,0,0
152,1262,0,0,0
152,132,0,0,0
152,138,0,0,0
152,1437,0,0,0
152,1497,0,0,0
152,1557,0,0,0
152,1618,0,0,0
152,1678,0,0,0
152,1755,0,0,0
152,1824,0,0,0
152,1887,0,0,0
152,1945,0,0,0
152,2004,0,0,0
152,2066,0,0,0
152,2125,0,0,0
152,2184,0,0,0
152,2244,0,0,0
152,2304,0,0,0
152,2365,0,0,0
152,2426,0,0,0
152,2485,0,0,0
152,255,0,0,0
152,2618,0,0,0
152,268,0,0,0
152,274,0,0,0
152,2798,0,0,0
152,2859,0,0,0
152,292,0,0,0
152,2978,0,0,0
152,3039,0,0,0
152,3099,0,0,0
152,316,0,0,0
152,3219,0,0,0
152,3278,0,0,0
152,3338,0,0,0
152,3399,0,0,0
152,3458,0,0,0
152,3517,0,0,0
152,3578,0,0,0
152,3637,0,0,0
152,37,0,0,0
152,3759,0,0,0
152,382,0,0,0
152,388,0,0,0
152,3944,0,0,0
152,4016,0,0,0
152,4089,0,0,0
152,4151,0,0,0
152,4218,0,0,0
152,4285,0,0,0
152,4345,0,0,0
152,4408,0,0,0
152,4469,0,0,0
152,4539,0,0,0
152,4608,0,0,0
152,4667,0,0,0
152,4728,0,0,0
152,4788,0,0,0
152,4846,0,0,0
152,4907,0,0,0
152,4966,0,0,0
152,5027,0,0,0
152,5087,0,0,0
152,5145,0,0,0
152,5207,0,0,0
152,5266,0,0,0
152,5325,0,0,0
152,5387,0,0,0
152,5455,0,0,0
152,5525,0,0,0
152,5587,0,0,0
152,5657,0,0,0
152,5726,0,0,0
152,5785,0,0,0
152,5844,0,0,0
152,5907,0,0,0
152,5966,0,0,0
152,6029,0,0,0
152,6089,0,0,0
152,6148,0,0,0
152,6209,0,0,0
152,6269,0,0,0
152,6328,0,0,0
152,6388,0,0,0
152,6458,0,0,0
152,6527,0,0,0
152,6587,0,0,0
152,6655,0,0,0
152,6731,0,0,0
152,6791,0,0,0
152,6851,0,0,0
152,6911,0,0,0
152,697,0,0,0
152,7042,0,0,0
152,7115,0,0,0
152,7185,0,0,0
152,7249,0,0,0
152,731,0,0,0
152,737,0,0,0
152,743,0,0,0
152,7489,0,0,0
152,7586,0,0,0
152,7646,0,0,0
152,7708,0,0,0
152,7771,0,0,0
152,7829,0,0,0
152,7889,0,0,0
152,795,0,0,0
152,8009,0,0,0
152,8073,0,0,0
152,8143,0,0,0
152,8212,0,0,0
152,8273,0,0,0
152,8331,0,0,0
152,8393,0,0,0
152,8452,0,0,0
152,8513,0,0,0
152,8577,0,0,0
152,8635,0,0,0
152,8695,0,0,0
152,8755,0,0,0
152,8816,0,0,0
152,8877,0,0,0
152,8936,0,0,0
152,8996,0,0,0
152,9057,0,0,0
152,9118,0,0,0
152,9179,0,0,0
152,9241,0,0,0
152,9301,0,0,0
152,936,0,0,0
152,9421,0,0,0
152,9486,0,0,0
152,9555,0,0,0
152,9631,0,0,0
